"top_left","top_middle","top_right","middle_left","middle_middle","middle_right","bottom_left","bottom_middle","bottom_right","game_turn","winner","game_guid"
"O","O","X","X","E","X","X","O","O","8","X_EVENTUAL_WIN","d961b4ba-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","X","X","X","X","O","O","9","X_WIN","d961b4ba-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d96277ec-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","E","E","E","E","E","2","X_EVENTUAL_WIN","d96277ec-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","X","E","E","E","E","3","X_EVENTUAL_WIN","d96277ec-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","X","E","O","E","E","4","X_EVENTUAL_WIN","d96277ec-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","X","E","O","X","E","5","X_WIN","d96277ec-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","E","E","E","X","2","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","E","E","X","X","3","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","O","E","E","E","X","X","4","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","O","X","E","E","X","X","5","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","O","X","E","O","X","X","6","X_EVENTUAL_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","E","O","X","X","7","X_WIN","d963149a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","E","E","2","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","X","E","E","E","E","3","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","E","E","E","E","4","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","E","E","E","E","5","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","O","E","E","E","6","X_EVENTUAL_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","O","E","E","X","7","X_WIN","d963d7cc-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d96473f8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","X_EVENTUAL_WIN","d96473f8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","X","E","X","3","X_EVENTUAL_WIN","d96473f8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","E","E","X","E","X","4","X_EVENTUAL_WIN","d96473f8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","E","E","E","X","X","X","5","X_WIN","d96473f8-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","O","2","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","X","E","O","3","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","X","X","E","O","4","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","X","X","E","O","5","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","X","X","O","O","6","X_EVENTUAL_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","X","E","X","X","O","O","7","X_WIN","d9651024-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","O","2","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","E","E","O","3","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","E","E","E","O","O","4","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","X","X","E","E","O","O","5","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","X","X","E","E","O","O","6","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","X","X","E","E","O","O","7","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","X","X","O","E","O","O","8","X_EVENTUAL_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","X","X","O","X","O","O","9","X_WIN","d965d34c-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","E","E","E","E","2","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","X","X","E","E","E","3","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","X","X","E","E","E","4","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","X","X","X","E","E","5","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","X","X","X","O","E","6","X_EVENTUAL_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","X","X","X","O","E","7","X_WIN","d967cf08-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","E","E","E","E","2","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","E","E","X","E","3","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","O","E","E","X","E","4","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","O","X","E","X","E","5","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","O","X","E","X","E","6","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","O","X","E","X","X","7","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","O","X","O","X","X","8","X_EVENTUAL_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","O","X","O","X","X","9","X_WIN","d968923a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","E","E","E","X","3","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","O","E","E","E","X","4","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","O","E","X","E","X","5","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","O","E","X","E","X","6","X_EVENTUAL_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","O","E","X","X","X","7","X_WIN","d9697bc8-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","E","X","2","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","E","E","E","X","3","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","O","E","E","X","4","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","O","E","X","X","5","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","O","O","X","X","6","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","O","O","X","X","7","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","O","O","O","X","X","8","TIE_EVENTUAL_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","X","O","O","O","X","X","9","TIE_WIN","d96a189e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","O","X","E","E","2","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","O","X","E","X","3","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","E","O","X","E","X","4","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","E","O","X","E","X","5","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"E","O","X","O","E","O","X","E","X","6","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","E","O","X","E","X","7","O_EVENTUAL_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","O","O","X","E","X","8","O_WIN","d96b02e0-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","E","E","E","E","E","2","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","E","E","E","E","3","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","E","O","E","E","4","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","X","O","E","E","5","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","E","X","X","O","E","O","6","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","X","O","E","O","7","O_EVENTUAL_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","E","X","X","O","O","O","8","O_WIN","d96bece6-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","E","E","E","E","2","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","E","E","E","X","3","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","E","O","E","E","E","X","4","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","E","O","E","E","E","X","5","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","E","O","E","E","O","X","6","X_EVENTUAL_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","E","O","X","E","O","X","7","X_WIN","d96cb022-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","O","E","E","E","2","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","E","O","E","E","E","3","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","E","O","O","E","E","4","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","E","O","O","X","E","5","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","X","E","O","O","X","O","6","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","E","O","O","X","O","7","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","X","O","O","O","X","O","8","X_EVENTUAL_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","X","O","O","O","X","O","9","X_WIN","d96d4c4e-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","O","X","E","E","E","E","2","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","O","X","E","E","E","E","3","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","E","X","O","X","E","E","E","E","4","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","X","E","E","E","E","5","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","X","O","E","E","E","6","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","X","O","E","E","X","7","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","X","O","E","O","X","8","X_EVENTUAL_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","X","O","X","O","X","9","X_WIN","d96e3686-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","E","E","X","2","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","X","E","E","E","E","X","3","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","E","E","E","X","4","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","E","E","X","X","5","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","O","E","X","X","6","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","X","O","E","X","X","7","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","X","O","O","X","X","8","TIE_EVENTUAL_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","X","X","O","O","X","X","9","TIE_WIN","d96f20be-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d9700b00-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","E","E","E","E","E","E","2","X_EVENTUAL_WIN","d9700b00-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","E","E","E","E","3","X_EVENTUAL_WIN","d9700b00-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","E","E","E","O","4","X_EVENTUAL_WIN","d9700b00-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","X","E","E","X","E","O","5","X_WIN","d9700b00-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","E","X","1","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","E","E","X","2","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","E","E","E","X","E","X","3","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","E","E","X","E","X","4","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","E","X","X","E","X","5","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","E","E","O","E","X","X","O","X","6","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","E","X","X","O","X","7","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","X","E","O","O","X","X","O","X","8","X_EVENTUAL_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"O","X","X","O","O","X","X","O","X","9","X_WIN","d971b8a6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","O_EVENTUAL_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","O","2","O_EVENTUAL_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","X","E","O","3","O_EVENTUAL_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","E","X","E","O","4","O_EVENTUAL_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","X","E","E","X","E","O","5","O_EVENTUAL_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","X","E","O","X","E","O","6","O_WIN","d972c93a-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d9738cee-9274-11e8-89ca-cb09d8eb3b08"
"E","X","E","E","O","E","E","E","E","2","X_EVENTUAL_WIN","d9738cee-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","O","E","E","E","E","3","X_EVENTUAL_WIN","d9738cee-9274-11e8-89ca-cb09d8eb3b08"
"E","X","X","E","O","E","E","O","E","4","X_EVENTUAL_WIN","d9738cee-9274-11e8-89ca-cb09d8eb3b08"
"X","X","X","E","O","E","E","O","E","5","X_WIN","d9738cee-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","X","E","E","E","1","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","X","E","E","E","2","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","X","E","X","E","3","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","E","E","X","E","X","E","4","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","E","E","X","E","X","X","5","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"O","E","O","O","E","X","E","X","X","6","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","E","X","E","X","X","7","O_EVENTUAL_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"O","X","O","O","E","X","O","X","X","8","O_WIN","d9742910-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","O","X","E","2","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","O","X","E","3","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","E","E","O","X","E","4","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","E","X","O","X","E","5","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","X","O","X","E","6","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","E","X","O","X","X","7","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"O","O","E","X","O","X","O","X","X","8","X_EVENTUAL_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"O","O","X","X","O","X","O","X","X","9","X_WIN","d974ec74-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","E","E","1","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","E","E","E","O","E","2","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","X","X","E","E","O","E","3","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","X","E","E","O","E","4","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","X","X","E","E","O","E","5","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","X","X","E","E","O","O","6","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","E","E","O","O","7","O_EVENTUAL_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","X","X","E","O","O","O","8","O_WIN","d975fd08-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","E","X","E","1","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","E","E","E","X","E","2","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","X","E","E","E","X","E","3","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","E","E","X","E","4","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","E","X","X","E","5","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","E","X","X","O","6","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","E","X","X","X","O","7","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","O","O","X","O","X","X","X","O","8","X_EVENTUAL_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"X","O","O","X","O","X","X","X","O","9","X_WIN","d976c0c6-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","X","E","E","E","E","1","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","E","E","E","2","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","E","X","E","X","E","E","3","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"E","O","E","O","X","E","X","E","E","4","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","X","E","X","E","E","5","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"X","O","E","O","X","O","X","E","E","6","X_EVENTUAL_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","X","O","X","E","E","7","X_WIN","d977aa7c-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","O","E","E","2","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","O","X","E","3","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","O","X","O","4","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","X","E","O","X","O","5","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","X","E","O","X","O","6","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","X","O","X","E","O","X","O","7","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","X","E","O","X","O","8","TIE_EVENTUAL_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","O","X","O","X","X","O","X","O","9","TIE_WIN","d9789572-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","E","E","E","E","E","E","1","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","E","E","E","E","2","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","X","E","E","E","3","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","E","X","E","E","O","4","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","E","O","X","X","E","E","O","5","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","E","E","O","6","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","X","E","O","7","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","E","O","O","X","X","X","O","O","8","TIE_EVENTUAL_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"X","X","O","O","X","X","X","O","O","9","TIE_WIN","d9797faa-9274-11e8-89ca-cb09d8eb3b08"
"E","E","E","E","E","E","X","E","E","1","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","E","X","E","E","2","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","E","X","X","E","3","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","E","E","O","X","X","E","4","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","E","O","X","X","E","5","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","O","X","O","O","X","X","E","6","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","X","O","O","X","X","E","7","O_EVENTUAL_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","X","O","X","O","O","X","X","O","8","O_WIN","d97a6938-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","E","E","E","1","X_EVENTUAL_WIN","d97c653a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","O","E","E","2","X_EVENTUAL_WIN","d97c653a-9274-11e8-89ca-cb09d8eb3b08"
"E","E","X","E","E","E","O","X","E","3","X_EVENTUAL_WIN","d97c653a-9274-11e8-89ca-cb09d8eb3b08"
